Customer No.,PO Number,SO Number,Invoice Number,Part Number,Model Number,Serial Number,Ship Date (dd/mm/yyyy)
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000138",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000148",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000218",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000249",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000316",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000362",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G242000384",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200401",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200402",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200403",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200404",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200406",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200407",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200408",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200409",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200411",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200412",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200414",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200415",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200418",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200421",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200422",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200425",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200426",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200427",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200429",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200430",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200431",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200432",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200441",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200442",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200443",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200444",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200445",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200448",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200450",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200452",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200457",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200458",08/06/26
"80001669","RIPO/2605006","SO260522","2026/SGSI000001048","990-006428-E11","AT-x530L-28GTX-E11","A10234G244200460",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006970-E01","AT-x950-52XSQ-E01","A10276A255100001",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006970-E01","AT-x950-52XSQ-E01","A10276A255100004",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006195-E31","AT-PWR600-E31","A101594260900001",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006195-E31","AT-PWR600-E31","A101594260900017",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006195-E31","AT-PWR600-E31","A101594260900023",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006195-E31","AT-PWR600-E31","A101594260900028",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-007181-90","AT-SP10LRa/I","A10304F254901904",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-007181-90","AT-SP10LRa/I","A10304F254901908",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-007181-90","AT-SP10LRa/I","A10304F254902417",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-007181-90","AT-SP10LRa/I","A10304F254902419",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006294-980","AT-IE340-20GP-980","A105044261400145",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006294-980","AT-IE340-20GP-980","A105044261400146",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006294-980","AT-IE340-20GP-980","A105044261400147",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006294-980","AT-IE340-20GP-980","A105044261400148",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006294-980","AT-IE340-20GP-980","A105044261400155",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006294-980","AT-IE340-20GP-980","A105044261400156",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006325-20","AT-IE048-480-20","A10215G261400043",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006325-20","AT-IE048-480-20","A10215G261400044",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006325-20","AT-IE048-480-20","A10215G261400045",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006325-20","AT-IE048-480-20","A10215G261400046",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006325-20","AT-IE048-480-20","A10215G261400047",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006325-20","AT-IE048-480-20","A10215G261400048",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F260700864",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000760",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000761",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000762",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000981",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000982",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000983",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000984",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000985",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000986",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000987",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000988",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000989",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000990",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000991",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000992",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000993",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000994",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000995",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000996",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000997",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000998",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261000999",08/06/26
"80001503","FIPO/2605/G100","SO260557","2026/SGSI000001049","990-006007-90","AT-SPLX10a","A10108F261001000",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700008",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700012",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700038",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700042",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700046",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700049",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700053",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700060",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700082",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G241700090",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G242000306",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200405",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200413",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200419",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200436",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200446",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200447",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200451",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006428-E31","AT-x530L-28GTX-E31","A10234G244200459",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006518-E31","AT-x530L-52GTX-E31","A102374213700001",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006518-E31","AT-x530L-52GTX-E31","A10237A254700007",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006518-E31","AT-x530L-52GTX-E31","A10237A254700014",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006518-E31","AT-x530L-52GTX-E31","A10237A254700027",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006518-E31","AT-x530L-52GTX-E31","A10237A254700030",08/06/26
"80001503","FIPO/2605/G102","SO260558","2026/SGSI000001050","990-006518-E31","AT-x530L-52GTX-E31","A10237G225000020",08/06/26
"80001503","FIPO/2605/G119","SO260566","2026/SGSI000001051","990-005796-30","AT-GS970M/18-30","A10025A254700004",08/06/26
"80001503","FIPO/2605/G119","SO260566","2026/SGSI000001051","990-005796-30","AT-GS970M/18-30","A10025A254700018",08/06/26
"80001503","FIPO/2605/G171","SO260602","2026/SGSI000001052","990-004772-00","AT-RKMT-J13","CN",08/06/26
"80001503","FIPO/2605/G170","SO260605","2026/SGSI000001053","990-005832-30","AT-GS970M/10PS-R-30","A10034A262100048",08/06/26
"80001503","FIPO/2605/G170","SO260605","2026/SGSI000001053","990-005832-30","AT-GS970M/10PS-R-30","A10034A262100049",08/06/26
"80001503","FIPO/2605/G170","SO260605","2026/SGSI000001053","990-005832-30","AT-GS970M/10PS-R-30","A10034A262100050",08/06/26
"80001503","FIPO/2605/G170","SO260605","2026/SGSI000001053","990-005794-30","AT-GS970M/28PS-30","A10024A261700021",08/06/26
"80001503","FIPO/2605/G170","SO260605","2026/SGSI000001053","990-006163-00","AT-SPSX","A10149R254200037",08/06/26
"80001503","FIPO/2605/G170","SO260605","2026/SGSI000001053","990-006163-00","AT-SPSX","A10149R261100212",08/06/26
"80001503","FIPO/2605/G180","SO260613","2026/SGSI000001055","990-008158-30","AT-GS950/10 V2-30","A10630F253400204",08/06/26
"80001503","FIPO/2605/G180","SO260613","2026/SGSI000001055","990-008158-30","AT-GS950/10 V2-30","A10630F253400248",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-006007-90","AT-SPLX10a","A10108F261000755",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-006007-90","AT-SPLX10a","A10108F261000756",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-006007-90","AT-SPLX10a","A10108F261000763",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-006007-90","AT-SPLX10a","A10108F261000764",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-003258-00","AT-SP10TW1","A04463G254700215",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-003258-00","AT-SP10TW1","A04463G254700224",08/06/26
"80001503","FIPO/2605/G190","SO260614","2026/SGSI000001056","990-005833-30","AT-GS970M/18PS-R-30","A10035G242000001",08/06/26
"80001649","PO-NSSG26060085-PH","SO260644","2026/SGSI000001059","990-006007-90","AT-SPLX10a","A10108F260700849",08/06/26
"80001649","PO-NSSG26060085-PH","SO260644","2026/SGSI000001059","990-006007-90","AT-SPLX10a","A10108F260700850",08/06/26
"80001649","PO-NSSG26060085-PH","SO260644","2026/SGSI000001059","990-006007-90","AT-SPLX10a","A10108F260700851",08/06/26
"80001649","PO-NSSG26060085-PH","SO260644","2026/SGSI000001059","990-006007-90","AT-SPLX10a","A10108F260700852",08/06/26
"80001497","*00260434*","SO260446","2026/SGSI000001046","990-006197-E01","AT-FAN05-E01","A10161A262100007",08/06/26
"80001497","*00260252*","SO260635","2026/SGSI000001058","990-007953-40","AT-x250-18XS-40","A10563A251900029",08/06/26
"80001497","*00260252*","SO260635","2026/SGSI000001058","990-004773-00","AT-RKMT-J14","CN",08/06/26
"80001652","OF26013903","SO260622","2026/SGSI000001057","990-006007-90","AT-SPLX10a","A10108F260700858",08/06/26
"80001652","OF26013903","SO260622","2026/SGSI000001057","990-006007-90","AT-SPLX10a","A10108F260700859",08/06/26
"80001652","OF26013903","SO260622","2026/SGSI000001057","990-006007-90","AT-SPLX10a","A10108F260700860",08/06/26
